============================
on the qwerty layout
  0.16: 23356
  0.17: 21318
  0.18: 21012
  0.19: 19381
  0.2: 15680
  0.21: 15456
  0.22: 18364
  0.23: 11895
  0.24: 11557
  0.25: 11850
  0.26: 8471
  0.27: 9072
  0.28: 10068
  0.29: 10130
  0.3: 4766
  0.31: 4884
  0.32: 5974
  0.33: 8553
  0.34: 3952
  0.35: 5435
  0.36: 5116
  0.37: 4020
  0.38: 5582
  0.39: 2434
  0.4: 3290
  0.41: 4652
  0.42: 3677
  0.43: 11780
  0.44: 7553
  0.45: 695
  0.46: 954
  0.47: 1604
  0.48: 1064
  0.49: 1455
  0.5: 1548
  0.51: 1011
  0.52: 816
  0.53: 2389
  0.54: 1452
  0.55: 1132
  0.56: 912
  0.57: 1760
  0.58: 1854
  0.59: 1043
  0.6: 1217
  0.61: 599
  0.62: 944
  0.63: 1014
  0.64: 996
  0.65: 3323
  0.66: 2051
  0.67: 4878
  0.68: 128
  0.69: 220
  0.7: 80
  0.71: 410
  0.72: 26
  0.73: 23
  0.74: 50
  0.75: 597
  0.76: 353
  0.77: 33
  0.78: 16
  0.79: 45
  0.8: 125
  0.81: 868
  0.83: 262
  0.85: 545
  0.87: 365
  0.89: 145
  0.9: 58
  1.0: 2704
